applied_effects,random_effects,similarity_indv
"{0: {'rate_hz': 7.77}, 1: {'delay_seconds': 3.03}}","{4: {'depth': 0.72}, 0: {'rate_hz': 88.32}, 3: {'gain_db': 27.59}}",0.04221330731143158
"{4: {'depth': 0.93}, 0: {'rate_hz': 97.01}, 2: {'drive_db': 45.3}, 5: {'wet_level': 0.82}, 1: {'delay_seconds': 4.15}, 3: {'gain_db': -34.61}}","{2: {'drive_db': 37.2}, 4: {'depth': 0.71}, 0: {'rate_hz': 28.86}, 5: {'wet_level': 0.68}, 1: {'delay_seconds': 4.51}, 3: {'gain_db': 24.75}}",0.6580476549540402
"{3: {'gain_db': -15.7}, 5: {'wet_level': 0.68}, 1: {'delay_seconds': 0.06}, 4: {'depth': 0.46}, 2: {'drive_db': 29.86}}",{0: {'rate_hz': 62.89}},0.0
"{3: {'gain_db': -24.24}, 2: {'drive_db': 29.74}}","{4: {'depth': 0.05}, 0: {'rate_hz': 77.92}, 5: {'wet_level': 0.58}, 2: {'drive_db': 9.48}, 3: {'gain_db': 39.34}, 1: {'delay_seconds': 9.42}}",0.07705849522489933
"{4: {'depth': 0.21}, 5: {'wet_level': 1.0}}","{5: {'wet_level': 0.08}, 4: {'depth': 0.54}}",0.3311392405063291
"{4: {'depth': 0.08}, 2: {'drive_db': 21.8}}","{2: {'drive_db': 42.84}, 5: {'wet_level': 0.64}, 3: {'gain_db': -26.16}, 0: {'rate_hz': 71.8}}",0.06347517730496452
"{3: {'gain_db': 43.45}, 4: {'depth': 0.65}, 1: {'delay_seconds': 7.92}}","{4: {'depth': 0.78}, 2: {'drive_db': 3.62}, 0: {'rate_hz': 14.25}, 5: {'wet_level': 0.42}, 1: {'delay_seconds': 2.58}, 3: {'gain_db': -39.02}}",0.20720892715274739
"{0: {'rate_hz': 95.68}, 1: {'delay_seconds': 2.44}}","{0: {'rate_hz': 36.76}, 2: {'drive_db': 40.05}, 1: {'delay_seconds': 2.15}, 3: {'gain_db': 41.3}, 5: {'wet_level': 0.46}}",0.2691675072109855
"{5: {'wet_level': 0.67}, 2: {'drive_db': 8.18}, 1: {'delay_seconds': 3.22}, 0: {'rate_hz': 42.53}}","{5: {'wet_level': 0.5}, 4: {'depth': 0.01}, 3: {'gain_db': 48.68}, 0: {'rate_hz': 44.42}}",0.4283454833021252
"{5: {'wet_level': 0.12}, 2: {'drive_db': 23.48}}","{1: {'delay_seconds': 5.87}, 4: {'depth': 0.61}, 5: {'wet_level': 0.03}, 0: {'rate_hz': 40.85}, 3: {'gain_db': -36.1}}",0.17954545454545456
{3: {'gain_db': -17.15}},{1: {'delay_seconds': 3.87}},0.0
{3: {'gain_db': 8.73}},"{5: {'wet_level': 0.82}, 0: {'rate_hz': 80.85}, 1: {'delay_seconds': 4.96}, 4: {'depth': 0.32}}",0.0
"{1: {'delay_seconds': 0.74}, 3: {'gain_db': -33.47}, 4: {'depth': 0.45}, 2: {'drive_db': 18.56}, 0: {'rate_hz': 40.54}}","{2: {'drive_db': 14.3}, 5: {'wet_level': 0.07}, 4: {'depth': 0.2}, 0: {'rate_hz': 82.2}, 3: {'gain_db': -44.58}}",0.5152435127917689
"{4: {'depth': 0.7}, 3: {'gain_db': 34.99}, 0: {'rate_hz': 82.47}}","{3: {'gain_db': 29.41}, 0: {'rate_hz': 96.75}}",0.5870637809827711
{3: {'gain_db': 10.74}},"{4: {'depth': 0.21}, 5: {'wet_level': 0.34}, 2: {'drive_db': 10.54}, 1: {'delay_seconds': 1.02}, 3: {'gain_db': 24.33}}",0.15525189331577216
"{4: {'depth': 0.23}, 0: {'rate_hz': 30.78}, 2: {'drive_db': 20.94}, 5: {'wet_level': 0.3}}","{2: {'drive_db': 7.53}, 4: {'depth': 0.35}, 0: {'rate_hz': 79.53}, 3: {'gain_db': -5.12}, 5: {'wet_level': 0.12}}",0.4842555432053314
"{1: {'delay_seconds': 3.3}, 0: {'rate_hz': 65.79}, 2: {'drive_db': 49.87}, 3: {'gain_db': 31.28}, 4: {'depth': 0.48}}",{4: {'depth': 0.09}},0.05
"{4: {'depth': 0.62}, 2: {'drive_db': 0.37}}","{4: {'depth': 0.7}, 1: {'delay_seconds': 8.83}, 2: {'drive_db': 15.84}}",0.5197537042934923
"{4: {'depth': 0.24}, 0: {'rate_hz': 57.64}, 2: {'drive_db': 49.83}, 1: {'delay_seconds': 1.88}, 3: {'gain_db': 4.85}}","{3: {'gain_db': -0.86}, 0: {'rate_hz': 73.72}, 5: {'wet_level': 0.95}, 1: {'delay_seconds': 6.85}, 4: {'depth': 0.28}, 2: {'drive_db': 40.74}}",0.6283006991114826
{0: {'rate_hz': 60.66}},"{2: {'drive_db': 33.05}, 0: {'rate_hz': 60.98}, 5: {'wet_level': 0.52}, 3: {'gain_db': -24.8}}",0.24868117375535773
"{0: {'rate_hz': 31.82}, 3: {'gain_db': -6.52}, 2: {'drive_db': 33.57}, 1: {'delay_seconds': 9.23}}","{0: {'rate_hz': 98.22}, 2: {'drive_db': 17.86}}",0.13953250053106372
"{3: {'gain_db': -28.87}, 0: {'rate_hz': 73.33}, 5: {'wet_level': 0.63}, 2: {'drive_db': 5.22}, 1: {'delay_seconds': 8.03}}",{1: {'delay_seconds': 4.6}},0.11457036114570363
"{0: {'rate_hz': 98.36}, 3: {'gain_db': 2.31}, 5: {'wet_level': 0.46}, 1: {'delay_seconds': 9.62}, 2: {'drive_db': 20.07}}","{1: {'delay_seconds': 9.79}, 5: {'wet_level': 0.94}}",0.21868791868791873
"{3: {'gain_db': 19.93}, 4: {'depth': 0.15}, 0: {'rate_hz': 22.74}, 5: {'wet_level': 0.65}, 2: {'drive_db': 32.09}}","{4: {'depth': 0.44}, 2: {'drive_db': 5.49}, 1: {'delay_seconds': 9.29}, 5: {'wet_level': 0.78}, 3: {'gain_db': 14.15}, 0: {'rate_hz': 87.53}}",0.4514423058545457
{0: {'rate_hz': 89.71}},"{4: {'depth': 0.37}, 5: {'wet_level': 0.56}}",0.0
"{4: {'depth': 0.9}, 1: {'delay_seconds': 2.62}, 0: {'rate_hz': 47.53}, 5: {'wet_level': 0.16}, 3: {'gain_db': 14.4}, 2: {'drive_db': 1.45}}","{1: {'delay_seconds': 5.95}, 4: {'depth': 0.96}, 5: {'wet_level': 0.05}}",0.39186024003097175
"{4: {'depth': 0.1}, 0: {'rate_hz': 37.47}, 3: {'gain_db': 48.27}, 2: {'drive_db': 33.26}}",{5: {'wet_level': 0.68}},0.0
"{5: {'wet_level': 0.48}, 4: {'depth': 0.45}, 3: {'gain_db': 47.3}, 2: {'drive_db': 43.55}, 0: {'rate_hz': 29.18}}","{3: {'gain_db': 13.79}, 1: {'delay_seconds': 1.19}, 0: {'rate_hz': 9.42}, 5: {'wet_level': 0.58}, 4: {'depth': 0.17}}",0.535037081025675
"{1: {'delay_seconds': 2.52}, 4: {'depth': 0.19}, 3: {'gain_db': 36.0}, 0: {'rate_hz': 35.4}, 5: {'wet_level': 0.11}, 2: {'drive_db': 27.41}}","{4: {'depth': 0.82}, 2: {'drive_db': 19.77}, 3: {'gain_db': 35.51}, 1: {'delay_seconds': 2.85}, 5: {'wet_level': 0.02}}",0.6320921524784495
"{4: {'depth': 0.17}, 1: {'delay_seconds': 5.59}, 3: {'gain_db': -44.85}, 0: {'rate_hz': 42.38}, 5: {'wet_level': 0.2}}","{3: {'gain_db': -48.97}, 5: {'wet_level': 0.61}, 4: {'depth': 0.31}, 1: {'delay_seconds': 4.1}}",0.6017681778647801
"{2: {'drive_db': 29.93}, 3: {'gain_db': 37.69}, 1: {'delay_seconds': 1.72}}",{0: {'rate_hz': 35.78}},0.0
"{3: {'gain_db': -24.05}, 1: {'delay_seconds': 5.73}, 0: {'rate_hz': 99.48}, 4: {'depth': 0.93}, 2: {'drive_db': 31.78}}","{0: {'rate_hz': 47.15}, 2: {'drive_db': 29.75}}",0.2820175928041676
"{0: {'rate_hz': 30.93}, 1: {'delay_seconds': 3.21}, 5: {'wet_level': 0.47}}",{5: {'wet_level': 0.82}},0.11320754716981132
{3: {'gain_db': -48.68}},{0: {'rate_hz': 7.92}},0.0
{1: {'delay_seconds': 8.05}},"{1: {'delay_seconds': 9.94}, 2: {'drive_db': 13.93}}",0.382608695652174
"{0: {'rate_hz': 54.87}, 1: {'delay_seconds': 7.01}, 4: {'depth': 0.25}, 5: {'wet_level': 0.79}, 3: {'gain_db': -6.08}, 2: {'drive_db': 36.98}}","{3: {'gain_db': -43.79}, 4: {'depth': 0.82}, 2: {'drive_db': 7.48}}",0.12830654307490882
"{3: {'gain_db': 44.36}, 2: {'drive_db': 21.64}, 0: {'rate_hz': 57.72}, 5: {'wet_level': 0.04}, 1: {'delay_seconds': 7.95}, 4: {'depth': 0.22}}","{4: {'depth': 0.09}, 3: {'gain_db': -18.42}, 1: {'delay_seconds': 4.18}, 0: {'rate_hz': 50.64}}",0.4285223473734755
"{3: {'gain_db': -12.59}, 1: {'delay_seconds': 6.29}, 2: {'drive_db': 45.23}, 0: {'rate_hz': 49.66}}",{2: {'drive_db': 45.91}},0.24624143267742649
"{3: {'gain_db': -32.86}, 1: {'delay_seconds': 0.01}, 2: {'drive_db': 22.31}, 5: {'wet_level': 0.85}, 4: {'depth': 0.61}}","{1: {'delay_seconds': 7.42}, 2: {'drive_db': 8.15}, 0: {'rate_hz': 85.82}, 3: {'gain_db': -25.12}}",0.33069434764267047
"{5: {'wet_level': 0.09}, 0: {'rate_hz': 88.39}}","{1: {'delay_seconds': 8.63}, 2: {'drive_db': 33.53}, 0: {'rate_hz': 93.55}, 3: {'gain_db': 30.62}, 4: {'depth': 0.28}, 5: {'wet_level': 0.46}}",0.25583815814611155
"{1: {'delay_seconds': 7.01}, 2: {'drive_db': 38.29}}","{5: {'wet_level': 0.46}, 2: {'drive_db': 26.6}, 0: {'rate_hz': 44.29}, 3: {'gain_db': -49.59}, 1: {'delay_seconds': 8.29}}",0.3024204127297906
{3: {'gain_db': 35.21}},"{2: {'drive_db': 28.94}, 4: {'depth': 0.4}, 3: {'gain_db': 39.89}}",0.3150256229706998
"{0: {'rate_hz': 5.85}, 1: {'delay_seconds': 2.26}, 2: {'drive_db': 2.07}}","{2: {'drive_db': 28.5}, 3: {'gain_db': 45.78}, 1: {'delay_seconds': 8.68}, 0: {'rate_hz': 63.85}, 4: {'depth': 0.88}}",0.20061504625336884
{0: {'rate_hz': 16.08}},"{2: {'drive_db': 40.5}, 5: {'wet_level': 0.83}, 3: {'gain_db': 4.45}, 0: {'rate_hz': 59.65}, 1: {'delay_seconds': 9.01}}",0.096163012392755
"{5: {'wet_level': 0.52}, 3: {'gain_db': 29.0}, 4: {'depth': 0.37}, 1: {'delay_seconds': 5.15}, 2: {'drive_db': 8.96}}","{3: {'gain_db': -49.15}, 4: {'depth': 0.75}, 1: {'delay_seconds': 8.19}}",0.16345872567207215
"{5: {'wet_level': 0.71}, 3: {'gain_db': -7.03}, 4: {'depth': 0.74}}","{1: {'delay_seconds': 1.39}, 2: {'drive_db': 6.09}, 4: {'depth': 0.67}, 0: {'rate_hz': 48.34}}",0.22635135135135137
"{2: {'drive_db': 23.56}, 1: {'delay_seconds': 4.15}, 3: {'gain_db': 23.7}, 0: {'rate_hz': 82.7}, 5: {'wet_level': 0.47}, 4: {'depth': 0.09}}",{5: {'wet_level': 0.78}},0.0691823899371069
"{4: {'depth': 0.22}, 1: {'delay_seconds': 3.93}}",{4: {'depth': 0.44}},0.358974358974359
"{3: {'gain_db': 16.08}, 1: {'delay_seconds': 6.4}, 4: {'depth': 0.08}}","{0: {'rate_hz': 60.44}, 2: {'drive_db': 44.85}}",0.0
"{5: {'wet_level': 0.79}, 3: {'gain_db': 14.5}, 2: {'drive_db': 17.52}}","{4: {'depth': 0.21}, 5: {'wet_level': 0.46}, 1: {'delay_seconds': 5.07}, 3: {'gain_db': -43.52}}",0.170685899322932
"{4: {'depth': 0.92}, 3: {'gain_db': 11.14}, 1: {'delay_seconds': 5.69}, 2: {'drive_db': 40.45}}","{0: {'rate_hz': 4.91}, 5: {'wet_level': 0.69}, 3: {'gain_db': 25.63}, 1: {'delay_seconds': 0.63}, 4: {'depth': 0.35}}",0.2508316578123321
"{1: {'delay_seconds': 8.49}, 3: {'gain_db': -40.13}, 5: {'wet_level': 0.8}}","{5: {'wet_level': 0.2}, 3: {'gain_db': -8.5}}",0.29968748844261983
"{3: {'gain_db': -49.37}, 5: {'wet_level': 0.5}, 1: {'delay_seconds': 9.56}}",{0: {'rate_hz': 46.02}},0.0
{0: {'rate_hz': 67.37}},"{0: {'rate_hz': 87.75}, 5: {'wet_level': 0.82}, 2: {'drive_db': 49.45}}",0.23249715501459603
{0: {'rate_hz': 84.88}},"{3: {'gain_db': 6.46}, 5: {'wet_level': 0.24}, 1: {'delay_seconds': 0.93}, 2: {'drive_db': 37.82}, 4: {'depth': 0.42}, 0: {'rate_hz': 60.61}}",0.11901115300031417
{0: {'rate_hz': 20.09}},{0: {'rate_hz': 8.9}},0.8599674633963208
"{2: {'drive_db': 0.38}, 4: {'depth': 0.3}, 5: {'wet_level': 0.22}, 1: {'delay_seconds': 2.2}}","{1: {'delay_seconds': 5.74}, 4: {'depth': 0.83}, 2: {'drive_db': 15.22}}",0.37248450863928495
"{0: {'rate_hz': 59.84}, 4: {'depth': 0.62}, 5: {'wet_level': 0.32}, 1: {'delay_seconds': 8.49}}","{5: {'wet_level': 0.98}, 3: {'gain_db': 28.05}}",0.00735294117647059
{2: {'drive_db': 17.37}},"{5: {'wet_level': 0.95}, 4: {'depth': 0.76}, 2: {'drive_db': 3.68}}",0.19348248033506993
"{4: {'depth': 0.85}, 2: {'drive_db': 31.17}, 5: {'wet_level': 0.23}, 1: {'delay_seconds': 4.33}}","{1: {'delay_seconds': 0.1}, 3: {'gain_db': 43.61}, 4: {'depth': 0.04}, 2: {'drive_db': 15.02}, 0: {'rate_hz': 60.5}}",0.15658013478089342
"{1: {'delay_seconds': 5.32}, 3: {'gain_db': 31.97}}","{3: {'gain_db': -42.05}, 0: {'rate_hz': 98.71}, 2: {'drive_db': 42.28}, 4: {'depth': 0.98}}",0.02424667561302918
"{1: {'delay_seconds': 0.79}, 5: {'wet_level': 0.71}, 4: {'depth': 0.74}, 3: {'gain_db': 27.63}, 2: {'drive_db': 44.99}}","{2: {'drive_db': 32.05}, 3: {'gain_db': 26.02}, 0: {'rate_hz': 78.86}}",0.33832822482743885
"{2: {'drive_db': 11.12}, 3: {'gain_db': 23.34}, 1: {'delay_seconds': 9.03}, 0: {'rate_hz': 65.29}}","{1: {'delay_seconds': 8.27}, 5: {'wet_level': 0.78}, 0: {'rate_hz': 41.4}}",0.387482535962306
"{4: {'depth': 0.81}, 2: {'drive_db': 34.95}, 1: {'delay_seconds': 8.42}}","{3: {'gain_db': -10.48}, 2: {'drive_db': 27.54}}",0.2626609442060085
"{2: {'drive_db': 22.7}, 3: {'gain_db': -29.83}, 0: {'rate_hz': 76.7}}","{3: {'gain_db': -15.51}, 1: {'delay_seconds': 2.58}, 0: {'rate_hz': 83.34}, 5: {'wet_level': 0.37}}",0.4335119397298137
"{4: {'depth': 0.21}, 3: {'gain_db': 48.32}, 1: {'delay_seconds': 6.55}, 2: {'drive_db': 44.4}}","{5: {'wet_level': 0.62}, 1: {'delay_seconds': 3.91}, 4: {'depth': 0.39}, 3: {'gain_db': -18.9}}",0.4213531350261551
"{0: {'rate_hz': 90.54}, 1: {'delay_seconds': 4.22}, 5: {'wet_level': 0.31}}","{2: {'drive_db': 12.88}, 1: {'delay_seconds': 0.72}, 4: {'depth': 0.2}}",0.13148788927335642
{0: {'rate_hz': 2.48}},"{0: {'rate_hz': 65.75}, 4: {'depth': 0.22}, 3: {'gain_db': 17.34}, 1: {'delay_seconds': 1.24}}",0.08780250205086135
{4: {'depth': 0.73}},"{3: {'gain_db': -14.74}, 1: {'delay_seconds': 4.46}, 0: {'rate_hz': 61.74}, 5: {'wet_level': 0.07}}",0.0
"{3: {'gain_db': 32.12}, 2: {'drive_db': 46.68}, 1: {'delay_seconds': 8.34}}","{5: {'wet_level': 0.64}, 0: {'rate_hz': 59.7}}",0.0
"{2: {'drive_db': 13.58}, 1: {'delay_seconds': 6.37}, 5: {'wet_level': 0.94}}",{4: {'depth': 0.32}},0.0
"{5: {'wet_level': 0.72}, 3: {'gain_db': 7.29}, 2: {'drive_db': 4.58}, 1: {'delay_seconds': 2.7}}","{4: {'depth': 0.74}, 2: {'drive_db': 27.97}, 1: {'delay_seconds': 8.05}, 5: {'wet_level': 0.75}}",0.4276213106892745
"{2: {'drive_db': 10.15}, 0: {'rate_hz': 57.51}, 5: {'wet_level': 0.71}, 4: {'depth': 0.66}, 3: {'gain_db': -32.49}, 1: {'delay_seconds': 7.63}}","{0: {'rate_hz': 61.24}, 1: {'delay_seconds': 5.57}}",0.2775258034407221
"{2: {'drive_db': 45.11}, 4: {'depth': 0.4}, 0: {'rate_hz': 96.58}, 1: {'delay_seconds': 5.02}, 5: {'wet_level': 0.5}}","{4: {'depth': 0.43}, 5: {'wet_level': 0.9}}",0.23000000000000004
"{1: {'delay_seconds': 2.01}, 3: {'gain_db': 9.13}, 2: {'drive_db': 5.04}, 0: {'rate_hz': 57.71}}","{4: {'depth': 0.64}, 0: {'rate_hz': 23.59}}",0.10219199445503377
"{0: {'rate_hz': 81.4}, 4: {'depth': 0.9}, 2: {'drive_db': 36.7}, 5: {'wet_level': 0.53}}","{4: {'depth': 0.86}, 2: {'drive_db': 43.47}, 3: {'gain_db': 5.94}, 0: {'rate_hz': 26.54}, 1: {'delay_seconds': 7.53}, 5: {'wet_level': 0.55}}",0.5098992112821735
"{2: {'drive_db': 29.84}, 0: {'rate_hz': 15.02}, 1: {'delay_seconds': 9.78}, 3: {'gain_db': -28.04}, 5: {'wet_level': 0.8}, 4: {'depth': 0.14}}","{1: {'delay_seconds': 5.24}, 2: {'drive_db': 10.53}}",0.14811155976615112
"{1: {'delay_seconds': 9.67}, 5: {'wet_level': 0.4}, 0: {'rate_hz': 97.56}}",{4: {'depth': 0.29}},0.0
"{0: {'rate_hz': 38.12}, 4: {'depth': 0.82}, 5: {'wet_level': 0.16}, 2: {'drive_db': 46.64}}","{3: {'gain_db': 0.62}, 2: {'drive_db': 2.38}, 1: {'delay_seconds': 9.36}, 4: {'depth': 0.9}, 5: {'wet_level': 0.25}}",0.3692650653534225
{2: {'drive_db': 9.79}},"{3: {'gain_db': 29.67}, 2: {'drive_db': 22.04}, 5: {'wet_level': 0.25}, 0: {'rate_hz': 59.77}}",0.17383735389206667
"{4: {'depth': 0.67}, 1: {'delay_seconds': 2.9}}","{5: {'wet_level': 0.42}, 3: {'gain_db': 11.55}}",0.0
"{5: {'wet_level': 0.3}, 4: {'depth': 0.81}, 1: {'delay_seconds': 0.58}}","{3: {'gain_db': 40.87}, 2: {'drive_db': 3.84}, 1: {'delay_seconds': 5.25}, 5: {'wet_level': 0.2}, 4: {'depth': 0.05}}",0.28462350734112946
"{4: {'depth': 0.83}, 1: {'delay_seconds': 1.09}, 0: {'rate_hz': 51.18}, 3: {'gain_db': 31.73}, 5: {'wet_level': 0.36}, 2: {'drive_db': 31.7}}","{5: {'wet_level': 1.0}, 1: {'delay_seconds': 8.67}, 2: {'drive_db': 19.62}, 3: {'gain_db': -48.34}, 4: {'depth': 0.04}}",0.13945024631311279
"{0: {'rate_hz': 63.64}, 2: {'drive_db': 24.82}, 3: {'gain_db': -36.45}, 5: {'wet_level': 0.7}, 1: {'delay_seconds': 2.89}}","{2: {'drive_db': 45.2}, 0: {'rate_hz': 3.05}, 4: {'depth': 0.86}}",0.04771066298764542
"{3: {'gain_db': -23.29}, 1: {'delay_seconds': 3.14}, 4: {'depth': 0.24}, 2: {'drive_db': 16.19}}","{3: {'gain_db': 25.28}, 4: {'depth': 0.62}}",0.20932255423659432
"{2: {'drive_db': 35.2}, 3: {'gain_db': -38.33}, 1: {'delay_seconds': 8.08}, 0: {'rate_hz': 18.85}, 4: {'depth': 0.57}}","{1: {'delay_seconds': 5.03}, 5: {'wet_level': 0.24}, 2: {'drive_db': 49.17}, 0: {'rate_hz': 96.24}, 3: {'gain_db': 2.48}}",0.3619932534662704
"{3: {'gain_db': 23.89}, 1: {'delay_seconds': 7.26}}","{5: {'wet_level': 0.95}, 0: {'rate_hz': 42.36}, 4: {'depth': 0.66}, 2: {'drive_db': 3.72}}",0.0
"{5: {'wet_level': 0.31}, 1: {'delay_seconds': 9.03}, 2: {'drive_db': 1.28}, 3: {'gain_db': 32.07}}","{3: {'gain_db': 10.23}, 4: {'depth': 0.98}, 5: {'wet_level': 0.97}, 1: {'delay_seconds': 6.38}, 2: {'drive_db': 9.08}, 0: {'rate_hz': 50.03}}",0.3872998703877188
"{3: {'gain_db': 37.88}, 1: {'delay_seconds': 5.76}, 4: {'depth': 0.29}, 0: {'rate_hz': 47.12}, 5: {'wet_level': 0.25}}","{4: {'depth': 0.14}, 2: {'drive_db': 45.98}, 3: {'gain_db': 30.97}, 1: {'delay_seconds': 8.91}, 5: {'wet_level': 0.43}, 0: {'rate_hz': 17.51}}",0.5605467324183524
"{0: {'rate_hz': 25.09}, 2: {'drive_db': 32.15}, 3: {'gain_db': 38.91}}","{0: {'rate_hz': 91.29}, 5: {'wet_level': 0.59}}",0.03875762025541758
"{3: {'gain_db': -16.46}, 2: {'drive_db': 21.06}, 1: {'delay_seconds': 5.03}, 0: {'rate_hz': 80.01}, 5: {'wet_level': 0.08}}","{1: {'delay_seconds': 1.36}, 5: {'wet_level': 0.81}, 0: {'rate_hz': 30.43}, 3: {'gain_db': -16.12}}",0.3704222145266109
"{3: {'gain_db': -39.05}, 1: {'delay_seconds': 4.89}}","{4: {'depth': 0.16}, 1: {'delay_seconds': 8.7}}",0.12720156555773
"{4: {'depth': 0.95}, 2: {'drive_db': 16.75}, 1: {'delay_seconds': 5.81}, 5: {'wet_level': 0.63}}","{5: {'wet_level': 0.58}, 0: {'rate_hz': 25.56}, 2: {'drive_db': 28.61}, 3: {'gain_db': -1.69}, 1: {'delay_seconds': 4.76}}",0.47664405994906944
"{0: {'rate_hz': 63.9}, 1: {'delay_seconds': 5.37}, 5: {'wet_level': 0.21}, 2: {'drive_db': 45.05}}","{4: {'depth': 0.31}, 0: {'rate_hz': 53.02}, 5: {'wet_level': 0.79}, 3: {'gain_db': -38.98}, 1: {'delay_seconds': 1.5}, 2: {'drive_db': 6.03}}",0.25145627156994976
"{2: {'drive_db': 8.41}, 0: {'rate_hz': 47.71}}","{0: {'rate_hz': 98.57}, 3: {'gain_db': -33.84}, 4: {'depth': 0.27}}",0.00911582839293686
"{3: {'gain_db': 30.44}, 2: {'drive_db': 42.98}, 5: {'wet_level': 0.11}, 4: {'depth': 0.64}}","{4: {'depth': 0.5}, 0: {'rate_hz': 89.64}}",0.1953125
"{4: {'depth': 0.36}, 1: {'delay_seconds': 6.43}, 3: {'gain_db': 11.62}, 2: {'drive_db': 2.49}, 5: {'wet_level': 0.22}, 0: {'rate_hz': 73.65}}","{0: {'rate_hz': 62.82}, 1: {'delay_seconds': 2.03}, 3: {'gain_db': -25.19}}",0.26188163231744144
"{3: {'gain_db': 41.05}, 0: {'rate_hz': 5.69}, 5: {'wet_level': 0.85}, 2: {'drive_db': 13.74}}","{2: {'drive_db': 48.23}, 4: {'depth': 0.0}, 0: {'rate_hz': 13.22}}",0.24224276237962108
"{4: {'depth': 0.68}, 0: {'rate_hz': 67.11}, 2: {'drive_db': 8.13}, 3: {'gain_db': -8.11}, 1: {'delay_seconds': 8.76}}","{3: {'gain_db': 14.84}, 0: {'rate_hz': 96.1}, 2: {'drive_db': 5.19}, 5: {'wet_level': 0.04}}",0.4205729360315693
"{2: {'drive_db': 7.26}, 0: {'rate_hz': 69.72}}","{2: {'drive_db': 40.28}, 3: {'gain_db': -39.5}, 1: {'delay_seconds': 3.85}, 0: {'rate_hz': 76.45}}",0.282723161514297
"{5: {'wet_level': 0.62}, 2: {'drive_db': 10.75}, 0: {'rate_hz': 71.66}}",{1: {'delay_seconds': 4.21}},0.0
"{2: {'drive_db': 26.11}, 3: {'gain_db': 36.51}, 0: {'rate_hz': 1.29}, 5: {'wet_level': 0.55}}","{3: {'gain_db': 28.15}, 5: {'wet_level': 0.42}, 0: {'rate_hz': 44.56}}",0.5571613399980523
"{1: {'delay_seconds': 1.23}, 4: {'depth': 0.04}}",{5: {'wet_level': 0.89}},0.0
"{4: {'depth': 0.77}, 3: {'gain_db': -34.62}}","{4: {'depth': 0.28}, 2: {'drive_db': 13.41}}",0.18181818181818182
"{4: {'depth': 0.42}, 2: {'drive_db': 8.83}, 5: {'wet_level': 0.62}, 0: {'rate_hz': 8.76}}","{3: {'gain_db': -27.44}, 1: {'delay_seconds': 1.02}, 5: {'wet_level': 0.64}, 4: {'depth': 0.68}, 2: {'drive_db': 28.98}}",0.40600640389842924
"{3: {'gain_db': 21.98}, 1: {'delay_seconds': 5.24}}","{5: {'wet_level': 0.51}, 4: {'depth': 0.97}, 3: {'gain_db': 22.98}, 0: {'rate_hz': 28.94}}",0.24652681300361212
"{2: {'drive_db': 4.56}, 5: {'wet_level': 0.15}, 4: {'depth': 0.17}, 3: {'gain_db': -0.35}, 0: {'rate_hz': 98.15}, 1: {'delay_seconds': 1.46}}","{2: {'drive_db': 18.9}, 1: {'delay_seconds': 6.4}}",0.18432744692196895
"{0: {'rate_hz': 73.78}, 4: {'depth': 0.54}, 5: {'wet_level': 0.09}, 2: {'drive_db': 0.97}, 1: {'delay_seconds': 1.92}}","{1: {'delay_seconds': 2.44}, 2: {'drive_db': 41.62}, 5: {'wet_level': 0.85}, 4: {'depth': 0.01}, 3: {'gain_db': 20.19}}",0.25798260271355145
"{1: {'delay_seconds': 7.22}, 3: {'gain_db': 26.84}, 4: {'depth': 0.69}}","{1: {'delay_seconds': 2.82}, 0: {'rate_hz': 94.17}}",0.1301939058171745
"{1: {'delay_seconds': 9.74}, 2: {'drive_db': 21.75}, 5: {'wet_level': 0.0}, 0: {'rate_hz': 64.38}}","{5: {'wet_level': 0.02}, 2: {'drive_db': 20.8}, 3: {'gain_db': -37.23}, 0: {'rate_hz': 11.57}, 1: {'delay_seconds': 6.66}, 4: {'depth': 0.38}}",0.4683106854096246
"{5: {'wet_level': 0.76}, 1: {'delay_seconds': 2.1}, 4: {'depth': 0.48}, 2: {'drive_db': 9.07}, 3: {'gain_db': 1.26}, 0: {'rate_hz': 94.72}}","{2: {'drive_db': 43.51}, 0: {'rate_hz': 53.65}, 1: {'delay_seconds': 1.37}, 3: {'gain_db': -7.51}, 4: {'depth': 0.63}, 5: {'wet_level': 0.86}}",0.6735725889538399
"{4: {'depth': 0.77}, 1: {'delay_seconds': 1.63}, 5: {'wet_level': 0.18}, 3: {'gain_db': 35.7}}","{1: {'delay_seconds': 7.48}, 2: {'drive_db': 43.93}, 0: {'rate_hz': 74.23}}",0.07526881720430109
"{5: {'wet_level': 0.56}, 0: {'rate_hz': 93.27}, 2: {'drive_db': 21.74}, 3: {'gain_db': 30.39}, 4: {'depth': 0.26}}",{1: {'delay_seconds': 3.9}},0.0
"{5: {'wet_level': 0.24}, 1: {'delay_seconds': 2.65}, 2: {'drive_db': 43.5}, 4: {'depth': 0.22}, 0: {'rate_hz': 83.2}, 3: {'gain_db': 39.64}}","{4: {'depth': 0.36}, 3: {'gain_db': -4.01}, 2: {'drive_db': 15.43}, 0: {'rate_hz': 97.05}, 5: {'wet_level': 0.05}, 1: {'delay_seconds': 1.71}}",0.6906533617349819
